date,portfolio_return,gross_return,net_return,trading_cost,eligible_count,candidate_family,market_risk_off,risk_stage,market_momentum,cash_weight_target,cash_after_trade,selected_count,buy_candidate_count,keep_candidate_count
2023-02-28,-0.14085251,-0.14055260,-0.14085251,0.00029991,444,momentum_equal_weight_elastic,False,risk_on,0.06515927,0.00000000,0.00000000,10,12,36
2023-03-31,-0.03117134,-0.03097642,-0.03117134,0.00016746,445,momentum_equal_weight_elastic,False,risk_on,0.15647283,0.00000000,0.00000000,10,2,30
2023-04-28,-0.01663718,-0.01609693,-0.01663718,0.00044968,448,momentum_equal_weight_elastic,False,risk_on,0.12267986,0.00000000,0.00000000,10,11,32
2023-05-31,-0.09196966,-0.09150856,-0.09196966,0.00037742,448,momentum_equal_weight_elastic,False,risk_on,0.16204860,0.00000000,-0.00269906,10,12,33
2023-06-30,0.05349521,0.05368679,0.05349521,0.00014239,449,momentum_equal_weight_elastic,False,caution,0.14370153,0.10000000,0.06989003,10,3,43
2023-07-31,0.02681187,0.02721370,0.02681187,0.00031463,449,momentum_equal_weight_elastic,False,caution,-0.03581717,0.10000000,0.07911906,10,12,41
2023-08-31,-0.04412076,-0.04367822,-0.04412076,0.00035580,452,momentum_equal_weight_elastic,False,risk_on,0.07869138,0.00000000,-0.00528083,10,15,45
2023-09-29,-0.01431638,-0.01431638,-0.01431638,0.00000000,453,momentum_equal_weight_elastic,False,caution,0.17516078,0.10000000,-0.00528083,10,6,37
2023-10-31,-0.03488015,-0.03444503,-0.03488015,0.00032962,456,momentum_equal_weight_elastic,False,caution,0.24321655,0.10000000,0.07408140,10,7,30
2023-11-30,-0.06183219,-0.06151719,-0.06183219,0.00023029,457,momentum_equal_weight_elastic,False,caution,0.36976567,0.10000000,0.07309671,10,7,31
2023-12-29,0.00657103,0.00699320,0.00657103,0.00028956,459,momentum_equal_weight_elastic,False,caution,0.03255460,0.10000000,0.06815346,10,13,38
2024-01-31,-0.11061677,-0.11030758,-0.11061677,0.00021346,462,momentum_equal_weight_elastic,False,caution,-0.00353167,0.10000000,0.07427565,10,8,32
2024-02-29,0.05075454,0.05097549,0.05075454,0.00013567,466,momentum_equal_weight_elastic,True,risk_off,-0.06982058,0.30000000,0.18006184,10,4,40
2024-03-28,-0.00157137,-0.00122539,-0.00157137,0.00022322,466,momentum_equal_weight_elastic,True,risk_off,-0.12501840,0.30000000,0.19947397,10,12,42
2024-04-30,0.04685900,0.04711312,0.04685900,0.00016370,468,momentum_equal_weight_elastic,False,caution,-0.04838655,0.10000000,0.06869753,10,6,42
2024-05-31,0.05271127,0.05320482,0.05271127,0.00033283,469,momentum_equal_weight_elastic,False,caution,-0.04411826,0.10000000,0.06856962,10,11,42
2024-06-28,-0.01798549,-0.01771802,-0.01798549,0.00018988,469,momentum_equal_weight_elastic,False,risk_on,0.11056144,0.00000000,-0.00606642,10,13,36
2024-07-31,0.04241337,0.04289452,0.04241337,0.00033543,469,momentum_equal_weight_elastic,False,risk_on,0.10694983,0.00000000,0.00058765,10,11,42
2024-08-30,-0.01270980,-0.01246816,-0.01270980,0.00017561,471,momentum_equal_weight_elastic,False,risk_on,0.00900634,0.00000000,0.00000000,10,7,35
2024-09-30,0.11768830,0.11819660,0.11768830,0.00036469,471,momentum_equal_weight_elastic,False,risk_on,0.07122244,0.00000000,0.00000000,10,10,43
2024-10-31,0.03864180,0.03910918,0.03864180,0.00037480,474,momentum_equal_weight_elastic,False,risk_on,0.07517898,0.00000000,0.00000000,10,12,31
2024-11-29,-0.03676335,-0.03640389,-0.03676335,0.00029939,476,momentum_equal_weight_elastic,False,risk_on,0.36335653,0.00000000,0.00478428,10,14,40
2024-12-31,-0.01900549,-0.01863320,-0.01900549,0.00029868,479,momentum_equal_weight_elastic,False,risk_on,0.30364554,0.00000000,0.00490691,10,8,39
2025-01-28,-0.00709663,-0.00677185,-0.00709663,0.00025562,482,momentum_equal_weight_elastic,False,risk_on,0.27338549,0.00000000,0.00199120,10,7,35
2025-02-28,0.13855406,0.13902613,0.13855406,0.00036889,483,momentum_equal_weight_elastic,False,risk_on,0.49588785,0.00000000,0.00000000,10,11,29
2025-03-31,-0.03812816,-0.03781269,-0.03812816,0.00028068,483,momentum_equal_weight_elastic,False,risk_on,0.35043235,0.00000000,0.00828215,10,11,34
2025-04-30,0.03197055,0.03220159,0.03197055,0.00019773,483,momentum_equal_weight_elastic,False,risk_on,0.47530119,0.00000000,-0.00542069,10,6,30
2025-05-30,0.02193135,0.02229846,0.02193135,0.00032421,484,momentum_equal_weight_elastic,False,risk_on,0.44888384,0.00000000,-0.00665830,10,12,34
2025-06-30,0.11669449,0.11713351,0.11669449,0.00039622,486,momentum_equal_weight_elastic,False,risk_on,0.36320454,0.00000000,-0.00164734,10,14,35
2025-07-31,0.13943018,0.13987574,0.13943018,0.00044905,488,momentum_equal_weight_elastic,False,risk_on,0.52027553,0.00000000,0.00000000,10,15,39
2025-08-29,0.14477383,0.14503652,0.14477383,0.00030166,489,momentum_equal_weight_elastic,False,risk_on,0.68778100,0.00000000,-0.01609489,10,15,38
2025-09-30,0.05287931,0.05335185,0.05287931,0.00062120,491,momentum_equal_weight_elastic,False,risk_on,0.84757433,0.00000000,0.00000000,10,13,38
2025-10-31,-0.07034854,-0.06997238,-0.07034854,0.00052066,492,momentum_equal_weight_elastic,False,risk_on,0.59268150,0.00000000,0.00000000,10,22,52
2025-11-28,-0.01473293,-0.01455373,-0.01473293,0.00023060,495,momentum_equal_weight_elastic,False,risk_on,0.71401473,0.00000000,-0.01471959,10,7,43
2025-12-31,0.10624826,0.10648070,0.10624826,0.00029468,498,momentum_equal_weight_elastic,False,risk_on,0.73715512,0.00000000,-0.01306901,10,6,46
2026-01-30,0.14245902,0.14266886,0.14245902,0.00029430,507,momentum_equal_weight_elastic,False,risk_on,0.67005803,0.00000000,-0.00259567,10,15,46
2026-02-27,0.10574754,0.10611956,0.10574754,0.00059609,509,momentum_equal_weight_elastic,False,risk_on,0.65418219,0.00000000,0.00000000,10,22,50
2026-03-31,-0.05636940,-0.05588745,-0.05636940,0.00085391,510,momentum_equal_weight_elastic,False,risk_on,0.62620691,0.00000000,-0.00989305,10,27,56
2026-04-22,0.05153610,0.05187138,0.05153610,0.00056054,513,momentum_equal_weight_elastic,False,risk_on,1.20596505,0.00000000,0.00000000,10,8,55
